speech_id,date,year,house,venue,debate_id,debate_title,api_debate_title,item_id,contribution_id,order_in_section,member_id,speaker,speaker_raw,party,speech_text,matched_terms,word_count,source_url,api_url,screening_status,retrieved_at_utc
1E5DE25A-EDEF-427B-82BA-FB879CE009A8,2021-03-10,2021,Lords,Grand Committee,4B2DE53F-75EB-4C01-8DB4-F278747E96B2,Financial Services Bill,Financial Services Bill,32316488,1E5DE25A-EDEF-427B-82BA-FB879CE009A8,143,4294.0,Lord Holmes of Richmond (Con) [V],Lord Holmes of Richmond (Con) [V],Con,"My Lords, in moving Amendment 112 I shall speak also to the following 10 amendments in the group, through to Amendment 136E, which is also in my name. I declare my interests as set out in the register and thank other noble Lords who have signed up to speak. There are 11 amendments in the group and I should like to begin by making some broad comments about the overall theme. The group’s headline is fintech, financial technology, which covers a number of areas in and around that subject and demonstrates the connectivity between all the elements of 4IR, the fourth industrial revolution, including new technologies, and how they interact with one another in the context of financial services. They include AI—artificial intelligence —DLT or distributed ledger technology and blockchain, just to mention some that I will be coming on to discuss as we reach the amendments. The Government have had a good story to tell on fintech since 2010—and indeed before: the Blair Administration were very positive around the UK’s opportunity and the potential that we have in this area of fintech. Perhaps the best example to date is the FCA’s sandbox, the measure of its success being its replication in more than 50 jurisdictions around the world. It was ground-breaking in its time; certainly, we find ourselves now, if not at a crossroads, certainly at a point where we need to consider everything across the fintech landscape and truly reflect on whether we are doing enough, or anywhere near enough, to ensure that the benefits are maximised for individuals, companies, all corporate entities and the UK as a whole.",blockchain;distributed_ledger;fca,271,https://hansard.parliament.uk/Lords/2021-03-10/debates/4B2DE53F-75EB-4C01-8DB4-F278747E96B2/FinancialServicesBill,https://hansard-api.parliament.uk/debates/debate/4B2DE53F-75EB-4C01-8DB4-F278747E96B2.json,include_contextual,2026-09-07T00:35:41.187479+00:00
8DDC2328-EA01-4F76-BD35-95A02AE1636C,2021-03-10,2021,Lords,Grand Committee,4B2DE53F-75EB-4C01-8DB4-F278747E96B2,Financial Services Bill,Financial Services Bill,32316516,8DDC2328-EA01-4F76-BD35-95A02AE1636C,176,4719.0,Baroness Bennett of Manor Castle (GP) [V],Baroness Bennett of Manor Castle (GP) [V],,"My Lords, it is a pleasure to follow the noble Lord, Lord Holmes of Richmond. He is, without a doubt, the House’s expert, and indeed enthusiast, on all these issues. In this large group of amendments, he has covered a broad range of issues of what is a huge area of the future of finance. He and I might differ somewhat in our balance between enthusiasm and concern about the risks, but it is really important that we are able to debate this. It is disappointing, however, to see the very small number of participants on this group, which brings up an issue that I will raise later, about the capacity of this Committee of your Lordships’ House to fulfil the role laid on us to scrutinise such large, complex, new and fast-moving areas. Given the pressure of time, I will restrict myself to commenting on three amendments in this group. I start with Amendment 112, to which the noble Baroness, Lady McIntosh of Pickering, has also added her name. It calls for an artificial intelligence officer in companies—someone such as, I should imagine, a chief financial officer. I did a master’s thesis partly on artificial intelligence 20 years ago; I was then and remain an AI sceptic. After 20 years, we seem to be at the same point that we were then, which is “We are about to get to AI really soon, now, yes, it’s going to work”. In those 20 years, however, there has been massive progress in what is known in shorthand as “big data”, or the ability to crunch truly astonishing quantities of data and to manipulate and use it. So I suggest to the noble Lord, Lord Holmes, that perhaps what is needed is some kind of title or combination of roles that takes in both data and AI together. On Amendment 118, the ethical use of artificial intelligence, the noble Lord has already covered this quite well, but it is important to stress that, in recent years, we have seen huge exposure of the difficulties of a sector that is profoundly unrepresentative of people whose lives it increasingly impacts. The noble Lord gave the example of soap dispensers which, in these days of Covid-19, is a potential matter of life and death; but we also need to think about access to your finances and being able to manage your finances, and even simply being able to manage them without having to take vastly more time and effort than some other person just because the AI mechanisms are discriminatory. These are all issues that need to be engaged with. I note, for example, that some of the events that have been happening recently at Google do not fill one with confidence about the ways in which the culture of the entire artificial intelligence community is moving—certainly in some areas. I will comment finally on Amendment 119, about digital resilience. This is one of the most important factors of all. We increasingly hear talk of the internet of things, and of tying together the internet of things and fintech. I think particularly of the recent opening of a store in which there are no checkout people and no scanning and where lots of cameras watch and monitor everything that happens in that store and then a bill appears in your email later. This relates to an earlier group and our discussion on the nature of work and good work, but it also relates very much to the issues of discrimination and resilience. I was in Lancaster a few years ago, after it had suffered an enormous flood. For several days, the city was without power and it was clear that things very nearly fell apart, due in large part to our reliance already on technology and fintech—that was how people paid for things. We need to think hard about issues of resilience in our age of shocks and how we build systems that will not be at risk of profoundly falling apart—not just the cash machines falling apart, but an inability to even obtain food. I also need to mention the issues around bitcoin and other digital currencies. There are huge and growing concerns about their environmental impacts and indeed the sustainability of those impacts. Bitcoin and other such currencies are extremely energy-hungry by design. A single bitcoin transaction uses 707 kilowatt hours of electricity, which is the equivalent of 24 days of use by a single average US household. On an annual basis, were bitcoin alone to be a country, it would be 39th in the world in its energy consumption. These are massive changes that need to be considered in the round—the kind of triple accounting that the noble Baroness, Lady Kramer, talked about before. They are issues that deserve far more time and focus than we can give them today, but they really do need to be tackled.",bitcoin,816,https://hansard.parliament.uk/Lords/2021-03-10/debates/4B2DE53F-75EB-4C01-8DB4-F278747E96B2/FinancialServicesBill,https://hansard-api.parliament.uk/debates/debate/4B2DE53F-75EB-4C01-8DB4-F278747E96B2.json,include_contextual,2026-09-07T00:35:41.187479+00:00
1B9A5CB3-E904-4E09-A948-E76E25FA9376,2021-03-10,2021,Lords,Grand Committee,4B2DE53F-75EB-4C01-8DB4-F278747E96B2,Financial Services Bill,Financial Services Bill,32316521,1B9A5CB3-E904-4E09-A948-E76E25FA9376,182,3671.0,Lord Tunnicliffe (Lab) [V],Lord Tunnicliffe (Lab) [V],Lab,"My Lords, I am grateful to the noble Lord, Lord Holmes of Richmond, for tabling this group of amendments, which deal with various aspects of fintech. His contributions on this Bill have been thoughtful, and nobody should be surprised by him pushing this agenda today, given his role as co-chair of the relevant APPG. As other noble Lords have mentioned, this debate is a topical one, following the publication of the Kalifa review on fintech last month. We welcome that review and hope that the Government will support our world-leading fintech sector to continue innovating and do so in a way that spreads opportunity to all parts of the country. When we refer to things being life changing, we often do so in a hyperbolic manner. However, it is no exaggeration to say that technological innovation in the financial services sector has fundamentally altered our understanding of and everyday experiences with money. The pace and scope of change has been incredible; the journey from cheques to mobile phone payments, for example, has been a swift one. Many young people conduct virtually all their banking activity online through the apps of high-street banks or using entirely digital services such as Monzo. Elsewhere, terms such as crowdfunding and crypto currency have become common parlance, with the emergence and increasing use of new technologies, including artificial intelligence and blockchain. The possibilities are almost beyond comprehension. Taken collectively, the noble Lord’s amendments point to the crux of the issue: how can we maximise the opportunities that undoubtedly exist in the sector while guarding against the risk inherent in the use of new technologies and working practices? Artificial intelligence is an interesting case in point. AI tools, which are regularly deployed in a number of sectors, have the potential to assist with a variety of issues which we have covered in previous debates, such as identifying fraudulent or otherwise suspicious transactions. However, Amendments 112 and 118 refer to some of the ethical considerations that arise from automated decision-making. In a recent piece for the House magazine, and again in his opening remarks, the noble Lord issued a challenge to the Government that they should take steps now to foster the potential for our fintech sector or risk losing talent to our competitors, falling behind in the global tech arms race and, ultimately, having to play catch-up. I am not necessarily convinced of the case for legislative requirements for reports and reviews on these issues. The noble Lord is right to seek more information on the Government’s intentions. If London is to be the world-leading financial centre that the Chancellor and many others would like it to be, how do the Government plan to strike the balance that I spoke of previously? In striking that balance, how do Ministers plan to ensure that consumers and citizens are placed at the heart of a digital finance package? With technology touching all our lives, it is only right that we should all reap the benefits of change. However, as I mentioned previously, we must also take steps to identify and mitigate the risks. There is probably far more that could be said than time allows. I look forward to seeing how much ground the Minister is able to cover.",blockchain;consumer_protection;crypto;cryptocurrency,541,https://hansard.parliament.uk/Lords/2021-03-10/debates/4B2DE53F-75EB-4C01-8DB4-F278747E96B2/FinancialServicesBill,https://hansard-api.parliament.uk/debates/debate/4B2DE53F-75EB-4C01-8DB4-F278747E96B2.json,include_contextual,2026-09-07T00:35:41.187479+00:00
89A5CF8E-6396-48B3-A504-679700D96DB7,2021-03-10,2021,Lords,Grand Committee,4B2DE53F-75EB-4C01-8DB4-F278747E96B2,Financial Services Bill,Financial Services Bill,32316538,89A5CF8E-6396-48B3-A504-679700D96DB7,201,4294.0,Lord Holmes of Richmond (Con) [V],Lord Holmes of Richmond (Con) [V],Con,"My Lords, I thank all noble Lords who have taken part in this debate. I say to the noble Baroness, Lady Bennett, that her point on bitcoin was well made but, for the record, it is probably worth clarifying that that is a construction only of that particular cryptocurrency rather than an inevitability of a blockchain-based system. I thank my noble friend Lady McIntosh of Pickering for her comments and for signing two of the amendments in the group. Similarly, I thank my noble friend Lady Neville-Rolfe for her comments on digital ID. I very much take her putting some more lead in my pencil to underscore the urgency of the issue; I am in complete lockstep with her on that point. I also thank the noble Baroness, Lady Kramer, and the noble Lord, Lord Tunnicliffe, for their constructive and positive comments, and indeed the Minister for her response. With that, I beg leave to withdraw Amendment 112.",bitcoin;blockchain;cryptocurrency,158,https://hansard.parliament.uk/Lords/2021-03-10/debates/4B2DE53F-75EB-4C01-8DB4-F278747E96B2/FinancialServicesBill,https://hansard-api.parliament.uk/debates/debate/4B2DE53F-75EB-4C01-8DB4-F278747E96B2.json,include_contextual,2026-09-07T00:35:41.187479+00:00
FA431A17-B3C0-4BB2-9996-62AF25F66425,2021-12-02,2021,Commons,Commons Chamber,1208c824-2555-417b-ada5-53bd34b5fd1d,Commons Chamber - financial services debate,Commons Chamber,44803078,FA431A17-B3C0-4BB2-9996-62AF25F66425,34,1587.0,Mr Pat McFadden (Wolverhampton South East),Mr Pat McFadden (Wolverhampton South East) (Lab),Lab,"I am very grateful to the hon. Member for Thirsk and Malton (Kevin Hollinrake), my right hon. Friend the Member for Barking (Dame Margaret Hodge) and all the all-party parliamentary groups that are responsible for securing this debate today. What a great warrior my right hon. Friend has been on this issue over the years. This issue matters particularly in the United Kingdom because we have one of the biggest financial sectors in the world. That is not only a great asset to the country in terms of wealth, employment, tax revenues and so on, but it gives us an opportunity and a responsibility. It is an opportunity, because how we regulate that can set an example around the world, but it is also a responsibility, because if our standards are too lax, and we allow the UK to be an easy home for illicit finance, that also sends a signal of a very different kind around the world. As my right hon. Friend the Member for East Ham (Stephen Timms), the Chair of the Work and Pensions Committee, said, every day our constituents are assailed by fake texts, emails and scams trying to con them out of their own money. It is extremely difficult for our constituents to know what is genuine and what is not when receiving such communications. That is why it is essential that we act and use the opportunity of the online harms Bill to crack down properly on this kind of consumer fraud. At the moment, that is not the plan. There is a gaping hole in that Bill, and the first thing I want to put to the Minister is to accept the strength of feeling across the House that it has to be strengthened. With the release of caches of documents, such as the Pandora papers and their predecessors, the UK and its overseas territories are far too often mentioned as a place where illicit funds can find a home. We are about to go into a winter in which people will face not only rising prices but rising taxes, but time after time, we see reports that billions of pounds of illicit funding are washing through our country. The contrast between the obligations of those who struggle to make ends meet and those who see our property laws and institutions as vehicles for laundering money could not be more stark. It is an issue not just of financial probity and tax revenue—though it is certainly that—but of national security and should be treated as such. If we are a welcome home for the proceeds of looting and kleptocracy, what does that say about the rule of law or our standing in the world? The Prime Minister’s recent performance on the issue of standards in this place suggests that he has scant regard for rules and responsibilities, but we already knew that. We know what he thought of the rules last Christmas when he told the rest of the country that they could not gather, as there are now reports of one Christmas party, maybe more, while the rest of the country was trying to obey the rules. The fight against money laundering and fraud is too important to be let down again by the belief that there is one rule for them and another for everyone else. It is not an easy battle, because we are dealing with very rich people who will employ the most expensive lawyers in town to intimidate those who criticise them and try to silence them though financial exhaustion. We should pay tribute to the brave investigative journalists who have written about such things to expose what is happening, knowing that they will be aggressively pursued by legal actions designed, at best, to silence them and, at worst, to bankrupt them. But however rich the people involved are, we in this House can still act. We can decide not to sit back and let it happen. The measures advocated in this debate command strong cross-party support, so why are the Government not making more use of that support? Where is the urgency that hon. Members have called for? Let us consider some of the individual measures that have been discussed. The Registration of Overseas Entities Bill has been on the stocks for years, but it sits in the sidings, not moving. We are approaching the fourth anniversary of when it was first promised, and it is more urgently needed now than then, yet when asked about the timescale, Ministers still wheel out the time-honoured bromide of “when parliamentary time allows”. They have had four years of parliamentary time, which is more or less a whole Parliament. The legislation could play an important role in revealing the true nature of asset ownership, particularly the expensive London properties beloved of those who want to store their wealth here. Why will the Government not bring forward the Bill? Why does it keep being put on the back burner? Who in Government keeps saying no to it? Shell companies are at the heart of mechanisms to hide the true nature of wealth—or perhaps more accurately, layer on layer of shell companies whose sole purpose is obfuscation. We have heard some figures about the registration of companies, including that there are 4,000 owners under two years old and that five beneficial owners control more than 6,000 companies. Companies House is a registrar that lacks the powers to do any serious policing or regulating of who registers companies. Plans for reform have been announced, which the Minister will no doubt go through in a few minutes, but they have not been implemented. The aim should be clear: to ensure that Companies House is a guardian of propriety, rather than simply a library of data where there are no real checks on the quality of that data. No legitimate business owner has anything to fear from that kind of reform, but the people registering thousands of companies for the purpose of obscuring real ownership do. I urge the Minister not only to say what is planned for Companies House but to ensure that it is actually implemented. The sponsors of today’s debate rightly put Companies House reform at the heart of the fight against money laundering and fraud. What of the Intelligence and Security Committee’s report on Russia? Where is the Government’s response to the measures advocated in that? Here there is not even a pretence of action. In fact, the report said, “If you’re determined to look in the opposite direction, then perhaps it’s not a surprise that you haven’t found anything.” The Government keep looking away in the hope that this issue will go away, but it will not. Two weeks ago, the shadow Security Minister, my hon. Friend the Member for St Helens North (Conor McGinn), wrote to his opposite number asking what checks there had been on the almost £2 million of funds from Russian donors to the Conservative party. Does the Conservative party ask any questions at all when receiving this money? Why do Conservative Members think that their party has been such an attractive destination for this money, and what is it doing to Government policy? For example, who is there left in the Business Department who can still take a decision on the Aquind pipeline? How many Ministers have had to recuse themselves either because they have been funded or because they have already pronounced on the impending decision? The third element called for today is greater corporate responsibility when it comes to money laundering and fraud. This already exists for tax evasion, for example. A company could not get away with saying, “Well, we were looking the other way—we didn’t know” when it comes to tax evasion. This was debated during the passage of the Financial Services Act 2021, which went through the House this time last year. Of course, any new corporate liability laws have to be carefully thought through, but the law should not act as an incentive for chief executives and senior executives in companies to claim ignorance about what is happening in their own organisations. We saw that time after time during the LIBOR scandal when these titans of the finance industry testified one by one that they had no idea what their traders were up to. The question facing the Government is: if corporate responsibility is right for tax, why should it not be right for fraud? Underlying these specific points is a broader issue that should focus our attention. A number of times the Chancellor has said that he wants to put competitiveness at the heart of post-Brexit financial regulation. Having hung the financial sector out to dry when negotiating the Brexit deal, the Treasury now dangles the consolation prize of deregulation in front of it—the “Crackerjack” pencil for cutting off market access from the European Union—but at what price? Regulation was changed in the wake of the global financial crisis right across the world to protect the public in different countries, and the consequence of the Chancellor’s post-Brexit search for a consolation prize for deregulation should not be to put the public at greater risk. What kind of signal is it to send around the world to say, “Come to Britain because we want to make the referee weaker”? That is not even a signal the financial sector itself wants. New fields are emerging. Cryptocurrencies have grown hugely in recent years. That has not been discussed much this afternoon, but it is hugely important. Their growth poses a genuine challenge to regulators and central banks right around the world. Where do the Government stand on the regulation of cryptocurrencies? Is it the case that crypto exchanges are being encouraged to base themselves outside the country so that we do not have to face up to these regulatory questions and responsibilities? Washing our hands of this issue is not good enough if the result is that those exchanges are based abroad and are beyond our reach in regulatory terms, without its making any difference to their ability to operate in the UK market. We have to be alive to the dangers of fraud and money laundering through new methods and innovations, and regulation has to keep pace with these market innovations. Can the Minister assure the House that the Government are telling the financial regulators that crypto exchanges that operate in the UK should be regulated in the UK? Is that the Government’s position? This is an important debate, and it has shone a light on the inadequate efforts being made to protect the country from being seen as an easy place to store or to launder illicit finance. Despite the persistence of the problem and all the words said about how serious it is, the Government have dragged their feet on implementing measures that could command cross-party support. This is too serious an issue for that approach to continue because, as I have said, it is not just a matter of money; it is a matter of national security. It should be treated as such, and that is certainly the approach the Opposition take to the issue.",aml;consumer_protection;crypto;crypto_exchange;cryptocurrency;fraud;regulation;treasury,1859,https://hansard.parliament.uk/commons/2021-12-02/debates/1208c824-2555-417b-ada5-53bd34b5fd1d/CommonsChamber,https://hansard-api.parliament.uk/debates/debate/1208c824-2555-417b-ada5-53bd34b5fd1d.json,include_core,2026-09-07T00:35:41.187479+00:00
018A2D43-0F3F-459D-B536-9515589B5FA4,2021-12-09,2021,Commons,Commons Chamber,52ecaa78-4347-461e-bdb3-fcb28f85b555,Commons Chamber - financial services debate,Commons Chamber,44806476,018A2D43-0F3F-459D-B536-9515589B5FA4,8,4801.0,Anthony Browne,Anthony Browne,,"I agree. I support having a secondary objective of international competitiveness and growth. A regulator could decide on policy A or policy B and, from a UK perspective, it could make no difference in terms of consumer protection or prudential stability, but one could mean that we were more able to compete internationally. We asked the chief executive and chair of the Financial Conduct Authority about this in the Treasury Committee yesterday and they went through the details on how that might affect their thinking. But we absolutely must not lose sight of prudential stability. We have had a crisis once and we do not want it again. We must maintain our support for innovation in financial services, as long as it brings real consumer and economic benefits. We must ensure that the fintech sector thrives. Creating a digital identity ecosystem, which the Government are looking at, will certainly help. As cryptocurrencies grow, it is inevitable that they will need some form of regulation to protect consumers, but it must be done in a proportionate way that focuses on tackling any harms. It is absolutely right that the Bank of England is exploring central bank digital currencies. We do not know whether retail customers want direct access to central bank funding, but it is absolutely right that we try to find out. Finally, I want us to cast our eyes across the world, and look at international partnerships. We are no longer part of the EU, and we do not know what our future relationship with it will be. As I said earlier, I consider any memorandum of understanding as a “nice to have” rather than a “must have”, and it certainly must not shackle the UK’s new regulatory regime. Any partnership would require both sides to agree it, and there seems little political desire for that at the moment on the other side of the channel. Rather, UK-based banks are worried that the EU is considering ways deliberately to make it more difficult to offer services to their EU-based clients, and we have to keep an eye out for that. That makes it all the more important that the UK forms meaningful partnerships with other international financial centres. I have long advocated a close financial services partnership between the UK and Switzerland, a major financial centre. We share a common approach, a global outlook and pragmatism.",bank_of_england;consumer_protection;cryptocurrency;fca;regulation;treasury,397,https://hansard.parliament.uk/commons/2021-12-09/debates/52ecaa78-4347-461e-bdb3-fcb28f85b555/CommonsChamber,https://hansard-api.parliament.uk/debates/debate/52ecaa78-4347-461e-bdb3-fcb28f85b555.json,include_core,2026-09-07T00:35:41.187479+00:00
F0EB1B54-1F42-4C44-ACFA-779CDC4C8D14,2021-12-09,2021,Commons,Commons Chamber,52ecaa78-4347-461e-bdb3-fcb28f85b555,Commons Chamber - financial services debate,Commons Chamber,44806487,F0EB1B54-1F42-4C44-ACFA-779CDC4C8D14,20,491.0,Dame Angela Eagle,Dame Angela Eagle,,"I can see the Minister is nodding, possibly because he recognises some of those tensions, which always existed when we were in the EU. When we were in the EU, because of the size of the influence of the UK financial services industry as part of that bloc, we had a very good and effective way of pulling at least a lot of the regulation that went on more towards our way of doing things. One of the worries I have post Brexit, which I suppose is a philosophical and practical worry, is that the EU will now go off and do a lot more of the things that we were able to persuade it not to do when we were a member. The divergence between how EU regulation works and how we may wish our future regulation of financial services to work is likely to grow larger. It has not been a very friendly divorce to date, and there may well be implications to that, too, in terms of competition for business. We have seen some of that in the wholesale markets for euros and we will doubtless see more of it. The outcome of our way of leaving the EU will challenge some of the agreements that we came to and the influence we were able to have when we were inside the Council chambers, the European Parliament and the European Commission, rather than the situation we find ourselves in now. As the hon. Member for South Cambridgeshire said, that can be an advantage, but it can also be a disadvantage. It is an opportunity, but there are also threats and issues that we have to deal with. We have a sharp disjunction with the recent past, after 40 years of that kind of influence, that we will have to deal with in the coming period. We have the inadequacies of the non-existent deal on financial services, which was part of the EU-UK so-called trade agreement, and those are already having an effect. The hon. Gentleman was right to say that we are in a period of rapid regulatory change, which would have been the case regardless of whether we left the European Union. The fact that we have, and the fact that we have onshored all this regulatory machinery, means that we now have to start looking at how we wish to change all of it. Even thinking about the sheer weight of work and oversight that will have to be done by the Treasury Committee is quite overwhelming, as the hon. Gentleman acknowledged in the exchange we had during his speech. The Minister must go weak at the knees when he thinks of the detailed work that he will have to put in to deal with the onshoring in the aftermath of Brexit, and whether we want to move quickly or slowly to adapt the laws and regulations that we have imported. Members of the Treasury Committee have also gone weak at the knees thinking about how they might have some oversight, because of the highly technical nature of much of that regulation. We certainly need to be significantly more tooled up than we have been if we are to have proper oversight of what the regulators are tasked with doing, what philosophical direction the Government wish to go in, and what the practical aspects of that method will mean for our financial services industry and, of course—they have not been mentioned much—for consumers in the UK and for financial stability. We should not lose sight of those two basic reasons why we have to get regulation right. Consumer protection is a huge issue in financial services, as the hon. Gentleman touched on when he said that financial services are not always the most popular sector of our economy. Perhaps some of those who supply and form part of the industry ought to stop and think about why that is the case and do some self-reflection about it. Clearly, financial stability is also crucial in an era when markets are becoming more rapid and more global. In the context of highly rapid technical change, financial stability becomes even more important, because innovation outruns the capacity of many regulators to keep up with what on earth is going on in some markets. Those two important issues have to underpin all regulation; the future of the entire financial services industry rests on them. Regulatory change in a rapidly evolving situation with a lot of flux is inevitably difficult for those who participate in the market and for those who wish to regulate it. It is also difficult for those such as the Minister who want to see how it can be properly harnessed and allowed to be beneficial to our economy while being safe. It is a period of big uncertainty and flux. New technology has the capacity to change things and lead to innovation, some of which might be fantastic and some of which might be awful. That structural issue has hit us greatly through the innovations of digital currencies. The systems that control financial services have to deal with the practical and philosophical issues that arise, such as whether digital coins are ever stable, what central banks ought to be doing to deal with that, and whether the wild west of Bitcoin and the rest should be left as a gambling thing on the side. Those markets can be volatile—the wild west—but the capacity of software such as open registers and blockchain, and their potential for transparency and in-time and open trading of all sorts of things, could be harnessed for good purposes as well as for the more nefarious ones that feature on the darker edges of the net. On top of that, the demands of climate change will cause a systemic change in the way that things are valued, priced and assessed for value. That structural change will completely change the context in which the financial services industry has to exist. In the UK, which is one of the most open economies in the world and always has been, we know how important the financial services sector is, and not only to London as a global centre. In 2020, it was worth £164 billion to the UK economy, which is the third largest sector by size in the OECD. That is 8.6% of economic output, half of which is generated in London but half of which is generated across our regions. Of the 1.1 million jobs, 91,000 are in my region of the north-west. As the hon. Member for South Cambridgeshire pointed out, it is one of the few sectors where we have a healthy trade surplus—£46 billion in 2020. It is the fifth largest economic sector in our economy, and all the more important for that. As the hon. Gentleman also pointed out, the sector is important for taxation, with £28.8 billion in tax taken from it. According to PwC, it makes up £75.6 billion, or 10% of the total receipts. In the face of such change—technological, structural or the disjunction of Brexit—any Government would want to see how they could remake the environment in which the financial sector can operate and flourish to benefit and protect the sector so that it can benefit and protect our economy. We certainly all have a stake in ensuring that that is the case. In that area of flux, we have to remember that the regulators, although they could be powerful, are struggling with an increasingly complex and fast-moving environment that they are not always geared up to deal with in detail or to keep on top of. We have seen the travails of the Financial Conduct Authority and how it manages the perimeter, and philosophically the view of caveat emptor—that the buyer should beware in all circumstances. When things go wrong, the reputation of the entire financial services sector is at stake, so it is a difficult balance. The Financial Conduct Authority gave evidence to the Treasury Committee yesterday, some of which reflected how difficult it is to try to remake a regulator after scandals such as London Capital & Finance, at the same time as operating within all the extra complexity and uncertainty. It has a formidable task. I suspect that being chair of the FCA is one of those jobs where people are told that, if they do a stint, they will get the diplomatic equivalent of the Washington embassy as a reward. The current Governor of the Bank of England is one example of that. The FCA needs to be strengthened. We as policy makers, and the Minister in particular, have to think about how it can practically do the job. The job cannot be so big and complex that it is un-doable. Sometimes, the way that the FCA has to cope means it is difficult for it to achieve a balance and be given a job that it can sensibly do. We know there is a big turnover of staff at the FCA at the moment, and that there is workplace stress and unrest. We know that the head of the FCA is trying to transform that organisation into what he calls a lean organisation that can respond very quickly to what is going on in the market and in the areas it has to regulate. I am not convinced that it has that balance right yet, and I am not even convinced that that job can sensibly be done without more support. I want to deal with a couple of areas that the hon. Member for South Cambridgeshire did not touch on. These are what I would call threats to the reputation of the financial services industry in this country. First, I want to talk about economic crime, which I think poses a threat to the entire sector and its integrity if it is allowed to get out of hand. We know that there are rising levels of economic crime, fraud and scams that have been turbocharged during the lockdown. The sector itself has survived covid and the lockdown pretty well so far, because it could manage remotely—it does a lot of its work remotely in the first place—but one of the things we have all seen, unfortunately, is the rise in fraud and scams. We have also seen, and perhaps it is inevitable when it is one of the biggest global centres of financial services, that London has attracted the attention of international criminals and fraudsters who wish to launder their money through cities like London. We know that, as a major financial centre, it is a target for all of these kinds of people. The Intelligence and Security Committee, in its Russia report, which was suppressed for far too long and was finally published after the 2019 general election, said that London is considered the “laundromat” for corrupt money. We have seen that kind of magnet effect, which is extremely disturbing, and I do not think that we have yet really got a handle on it. There are regulatory failings, there are legislative failings with the structures we have to try to deal with this, and there are certainly enforcement failings of the laws that we do have.",bank_of_england;bitcoin;blockchain;consumer_protection;fca;financial_stability;fraud;regulation;treasury,1870,https://hansard.parliament.uk/commons/2021-12-09/debates/52ecaa78-4347-461e-bdb3-fcb28f85b555/CommonsChamber,https://hansard-api.parliament.uk/debates/debate/52ecaa78-4347-461e-bdb3-fcb28f85b555.json,include_core,2026-09-07T00:35:41.187479+00:00
CB8E986A-D7E3-4805-90DE-0C78EEBD34A7,2022-02-28,2022,Lords,Lords Chamber,4B78BE5E-DB18-4107-A3D8-047D4E9B26A8,Crypto Currencies,Crypto Currencies,33917255,CB8E986A-D7E3-4805-90DE-0C78EEBD34A7,4,57.0,Lord Young of Cookham,Lord Young of Cookham,,To ask Her Majesty’s Government what assessment they have made of the use of crypto currencies in the United Kingdom.,crypto;cryptocurrency,20,https://hansard.parliament.uk/Lords/2022-02-28/debates/4B78BE5E-DB18-4107-A3D8-047D4E9B26A8/LordsChamber,https://hansard-api.parliament.uk/debates/debate/4B78BE5E-DB18-4107-A3D8-047D4E9B26A8.json,include_core,2026-09-07T00:35:41.187479+00:00
9CAFC910-8735-4417-B74A-BFC228BED39B,2022-02-28,2022,Lords,Lords Chamber,4B78BE5E-DB18-4107-A3D8-047D4E9B26A8,Crypto Currencies,Crypto Currencies,33917256,9CAFC910-8735-4417-B74A-BFC228BED39B,5,4726.0,Baroness Penn,Baroness Penn (Con),Con,"My Lords, certain crypto assets offering new ways to transact and invest are part of a trend of rapid innovation in financial technology. However, these developments also present new challenges and risks, including risks to consumers and the financial system. In 2018 the Government established a Cryptoassets Taskforce, which is responsible for assessing developments in the crypto asset market. Her Majesty’s Treasury and UK authorities have taken a series of actions to support innovation while mitigating risks to stability, market integrity and consumers.",consumer_protection;crypto;cryptoasset;treasury,83,https://hansard.parliament.uk/Lords/2022-02-28/debates/4B78BE5E-DB18-4107-A3D8-047D4E9B26A8/LordsChamber,https://hansard-api.parliament.uk/debates/debate/4B78BE5E-DB18-4107-A3D8-047D4E9B26A8.json,include_core,2026-09-07T00:35:41.187479+00:00
F88E07EC-A03A-41E6-AA9B-7A080C7EB7F9,2022-02-28,2022,Lords,Lords Chamber,4B78BE5E-DB18-4107-A3D8-047D4E9B26A8,Crypto Currencies,Crypto Currencies,33917258,F88E07EC-A03A-41E6-AA9B-7A080C7EB7F9,8,57.0,Lord Young of Cookham,Lord Young of Cookham (Con),Con,"I am grateful to my noble friend. While blockchain technology has much to commend it, with the UK being a world leader in financial technology, should not cryptocurrencies be subject to the same rules as other currencies? While many law-abiding citizens may have modest holdings of bitcoin, have not cryptocurrencies greatly facilitated the operations of blackmailers, drug dealers, fraudsters, tax evaders and terrorists, with crypto-based crime reaching an estimated $14 billion last year, as against nearly $8 billion the year before? What plans does my noble friend have to tame the beast?",bitcoin;blockchain;crypto;cryptocurrency,92,https://hansard.parliament.uk/Lords/2022-02-28/debates/4B78BE5E-DB18-4107-A3D8-047D4E9B26A8/LordsChamber,https://hansard-api.parliament.uk/debates/debate/4B78BE5E-DB18-4107-A3D8-047D4E9B26A8.json,include_core,2026-09-07T00:35:41.187479+00:00
